loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17611751124843375,1744378382,,False,1,40a6d_00028,2025-04-11_14-33-02,42.59121561050415,42.59121561050415,5764,1B-C11-WINDOWS,127.0.0.1,42.59121561050415,1
