loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17846607794235278,1744381104,,False,1,40a6d_00085,2025-04-11_15-18-24,42.469794273376465,42.469794273376465,25124,1B-C11-WINDOWS,127.0.0.1,42.469794273376465,1
