loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5788481378710115,1744382685,,False,1,64db8_00141,2025-04-11_15-44-45,44.88510751724243,44.88510751724243,8636,1B-C12-WINDOWS,127.0.0.1,44.88510751724243,1
