loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.173539337883522,1744382630,,False,1,40a6d_00117,2025-04-11_15-43-50,42.25797986984253,42.25797986984253,9396,1B-C11-WINDOWS,127.0.0.1,42.25797986984253,1
