loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.03544487436483433,1744378625,,False,1,64db8_00058,2025-04-11_14-37-05,42.98626446723938,42.98626446723938,26068,1B-C12-WINDOWS,127.0.0.1,42.98626446723938,1
