loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17858790838486188,1744381295,,False,1,40a6d_00089,2025-04-11_15-21-35,42.35948872566223,42.35948872566223,3432,1B-C11-WINDOWS,127.0.0.1,42.35948872566223,1
