loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17342608054349948,1744378860,,False,1,40a6d_00038,2025-04-11_14-41-00,42.03135681152344,42.03135681152344,9396,1B-C11-WINDOWS,127.0.0.1,42.03135681152344,1
