loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17864288854134547,1744382964,,False,1,40a6d_00124,2025-04-11_15-49-24,42.10911440849304,42.10911440849304,14152,1B-C11-WINDOWS,127.0.0.1,42.10911440849304,1
