loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17852682552554391,1744382533,,False,1,40a6d_00115,2025-04-11_15-42-13,42.78231406211853,42.78231406211853,5172,1B-C11-WINDOWS,127.0.0.1,42.78231406211853,1
