loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.31647206455856175,1744380807,,False,1,64db8_00103,2025-04-11_15-13-27,43.28445315361023,43.28445315361023,12656,1B-C12-WINDOWS,127.0.0.1,43.28445315361023,1
